source,artist,audio_filepath,method,style,test_set,title,track_id,dataset,SAR,SIR,ISR,SDR
vocals,Nerve 9,/vol/vssp/maruss/data2/MUS2017/HUA/Test/029 - Nerve 9 - Pray For The Rain/vocals.wav,HUA,Pop/Rock,1,Pray For The Rain,29,MUS2016,8.054671723123075,-1.540028499774748,15.580225375583234,-1.7967289511508393
vocals,Patrick Talbot,/vol/vssp/maruss/data2/MUS2017/HUA/Test/030 - Patrick Talbot - A Reason To Leave/vocals.wav,HUA,Jazz,1,A Reason To Leave,30,MUS2016,8.626888347458511,-1.9378505134705184,12.594186231115026,-4.2016724689550715
vocals,Phre The Eon,/vol/vssp/maruss/data2/MUS2017/HUA/Test/031 - Phre The Eon - Everybody's Falling Apart/vocals.wav,HUA,Pop/Rock,1,Everybody's Falling Apart,31,MUS2016,9.161245484378515,-8.529322793838212,11.027415632024482,-9.773324633981384
vocals,Raft Monk,/vol/vssp/maruss/data2/MUS2017/HUA/Test/032 - Raft Monk - Tiring/vocals.wav,HUA,Pop/Rock,1,Tiring,32,MUS2016,6.2040638800767605,-4.60590211805354,15.205143852573741,-4.8695577360643165
vocals,Sambasevam Shanmugam,/vol/vssp/maruss/data2/MUS2017/HUA/Test/033 - Sambasevam Shanmugam - Kaathaadi/vocals.wav,HUA,Pop/Rock,1,Kaathaadi,33,MUS2016,12.77101342200983,-2.2626254611567767,19.96774701352139,-2.038351541102176
vocals,Secretariat,/vol/vssp/maruss/data2/MUS2017/HUA/Test/034 - Secretariat - Over The Top/vocals.wav,HUA,Pop/Rock,1,Over The Top,34,MUS2016,7.128138621913482,-5.388250305683147,14.607888622778995,-7.333805810450197
vocals,Signe Jakobsen,/vol/vssp/maruss/data2/MUS2017/HUA/Test/035 - Signe Jakobsen - What Have You Done To Me/vocals.wav,HUA,Pop/Rock,1,What Have You Done To Me,35,MUS2016,8.379714798168877,1.012161913226019,18.20963886058148,-0.4207849677740682
vocals,Spike Mullings,/vol/vssp/maruss/data2/MUS2017/HUA/Test/038 - Spike Mullings - Mike's Sulking/vocals.wav,HUA,Pop/Rock,1,Mike's Sulking,38,MUS2016,6.765766549611713,-5.131706924456712,14.448764117129116,-5.023933466937306
vocals,Swinging Steaks,/vol/vssp/maruss/data2/MUS2017/HUA/Test/039 - Swinging Steaks - Lost My Way/vocals.wav,HUA,Pop/Rock,1,Lost My Way,39,MUS2016,6.428906923171903,-4.9360174277228674,16.861477063043793,-6.0489417594209955
vocals,The Long Wait,/vol/vssp/maruss/data2/MUS2017/HUA/Test/040 - The Long Wait - Back Home To Blue/vocals.wav,HUA,Pop/Rock,1,Back Home To Blue,40,MUS2016,6.360420503652087,-1.4879212969221576,10.437505352566204,-4.9061790072369496
vocals,The Mountaineering Club,/vol/vssp/maruss/data2/MUS2017/HUA/Test/041 - The Mountaineering Club - Mallory/vocals.wav,HUA,Pop/Rock,1,Mallory,41,MUS2016,9.016240052868707,-6.62305156144802,18.428352719799115,-7.597635879087052
vocals,The Wrong'Uns,/vol/vssp/maruss/data2/MUS2017/HUA/Test/042 - The Wrong'Uns - Rothko/vocals.wav,HUA,Pop/Rock,1,Rothko,42,MUS2016,8.01453359998501,-0.7803994495695157,14.624077298865592,-0.7085010664752547
vocals,Traffic Experiment,/vol/vssp/maruss/data2/MUS2017/HUA/Test/045 - Traffic Experiment - Sirens/vocals.wav,HUA,Pop/Rock,1,Sirens,45,MUS2016,6.6295576325682735,-5.375791584850629,17.695650533834588,-6.016346688357799
vocals,Triviul,/vol/vssp/maruss/data2/MUS2017/HUA/Test/046 - Triviul - Dorothy/vocals.wav,HUA,Pop/Rock,1,Dorothy,46,MUS2016,10.295948211768199,-1.6528558277200198,18.24493664132239,-1.4014403674937017
vocals,Voelund,/vol/vssp/maruss/data2/MUS2017/HUA/Test/047 - Voelund - Comfort Lives In Belief/vocals.wav,HUA,Pop/Rock,1,Comfort Lives In Belief,47,MUS2016,6.620746259454628,-0.8502961734263583,17.548218637298582,-1.8399456939490944
vocals,We Fell From The Sky,/vol/vssp/maruss/data2/MUS2017/HUA/Test/048 - We Fell From The Sky - Not You/vocals.wav,HUA,Heavy Metal,1,Not You,48,MUS2016,8.123600835834994,-9.805578130640454,15.862652089881404,-9.468038681347918
vocals,Young Griffo,/vol/vssp/maruss/data2/MUS2017/HUA/Test/049 - Young Griffo - Facade/vocals.wav,HUA,Heavy Metal,1,Facade,49,MUS2016,7.689902204963782,-0.3511377009280236,16.245354502299367,-2.0105499670285893
vocals,Zeno,/vol/vssp/maruss/data2/MUS2017/HUA/Test/050 - Zeno - Signs/vocals.wav,HUA,Pop/Rock,1,Signs,50,MUS2016,7.331079651528923,-1.4331300368526287,16.23611884351556,-2.8457081377113624
vocals,ANiMAL,/vol/vssp/maruss/data2/MUS2017/IBM/Test/001 - ANiMAL - Clinic A/vocals.wav,IBM,Rap,1,Clinic A,1,MUS2016,9.086164729724194,16.851363032924287,12.433230801875679,8.435882816123199
vocals,ANiMAL,/vol/vssp/maruss/data2/MUS2017/IBM/Test/002 - ANiMAL - Rockshow/vocals.wav,IBM,Rap,1,Rockshow,2,MUS2016,10.962183125731807,19.726221052873683,14.4550883713895,10.104583372889438
vocals,Actions,/vol/vssp/maruss/data2/MUS2017/IBM/Test/003 - Actions - One Minute Smile/vocals.wav,IBM,Pop/Rock,1,One Minute Smile,3,MUS2016,11.99051935019753,16.271444058824265,14.552118958715205,10.190222461528961
vocals,Al James,/vol/vssp/maruss/data2/MUS2017/IBM/Test/004 - Al James - Schoolboy Facination/vocals.wav,IBM,Pop/Rock,1,Schoolboy Facination,4,MUS2016,10.48703146890507,15.09827781189774,12.642797037497846,8.851763813516277
vocals,Angela Thomas Wade,/vol/vssp/maruss/data2/MUS2017/IBM/Test/005 - Angela Thomas Wade - Milk Cow Blues/vocals.wav,IBM,Country,1,Milk Cow Blues,5,MUS2016,12.219996189378845,22.89998812224021,16.662870191477975,11.50813046812232
vocals,Atlantis Bound,/vol/vssp/maruss/data2/MUS2017/IBM/Test/006 - Atlantis Bound - It Was My Fault For Waiting/vocals.wav,IBM,Pop/Rock,1,It Was My Fault For Waiting,6,MUS2016,13.205743633792348,21.484728502627274,16.858214968638123,12.00750617147477
vocals,BKS,/vol/vssp/maruss/data2/MUS2017/IBM/Test/007 - BKS - Too Much/vocals.wav,IBM,Pop/Rock,1,Too Much,7,MUS2016,12.34312723090084,21.734422379445782,15.774107368897955,11.338963310557814
vocals,Bill Chudziak,/vol/vssp/maruss/data2/MUS2017/IBM/Test/008 - Bill Chudziak - Children Of No-one/vocals.wav,IBM,Pop/Rock,1,Children Of No-one,8,MUS2016,11.0061353808955,18.05144538792423,14.56965042822242,9.963265331050502
vocals,Bobby Nobody,/vol/vssp/maruss/data2/MUS2017/IBM/Test/009 - Bobby Nobody - Stitch Up/vocals.wav,IBM,Pop/Rock,1,Stitch Up,9,MUS2016,10.393481081456443,17.827547170762585,13.417747202268636,9.304017241002024
vocals,Carlos Gonzalez,/vol/vssp/maruss/data2/MUS2017/IBM/Test/010 - Carlos Gonzalez - A Place For Us/vocals.wav,IBM,Pop/Rock,1,A Place For Us,10,MUS2016,9.918646943030993,14.655670439057502,12.845004015658569,8.642423961087594
vocals,Cnoc An Tursa,/vol/vssp/maruss/data2/MUS2017/IBM/Test/011 - Cnoc An Tursa - Bannockburn/vocals.wav,IBM,Heavy Metal,1,Bannockburn,11,MUS2016,5.495804511772295,10.221286149367096,7.703085742370003,4.973374347188266
vocals,Dark Ride,/vol/vssp/maruss/data2/MUS2017/IBM/Test/012 - Dark Ride - Burning Bridges/vocals.wav,IBM,Heavy Metal,1,Burning Bridges,12,MUS2016,8.729692808414915,14.910891717784054,11.10996451172324,7.703652442021964
vocals,Drumtracks,/vol/vssp/maruss/data2/MUS2017/IBM/Test/013 - Drumtracks - Ghost Bitch/vocals.wav,IBM,Pop/Rock,1,Ghost Bitch,13,MUS2016,11.95221047363752,16.751231766359602,15.365170230732806,10.463204039691444
vocals,Fergessen,/vol/vssp/maruss/data2/MUS2017/IBM/Test/014 - Fergessen - Back From The Start/vocals.wav,IBM,Pop/Rock,1,Back From The Start,14,MUS2016,11.338637070430382,17.899006210707313,13.55443469729274,9.632618649972484
vocals,Fergessen,/vol/vssp/maruss/data2/MUS2017/IBM/Test/015 - Fergessen - The Wind/vocals.wav,IBM,Pop/Rock,1,The Wind,15,MUS2016,12.336848803118572,18.331547506017852,14.433207527479874,10.496146809962069
vocals,Forkupines,/vol/vssp/maruss/data2/MUS2017/IBM/Test/016 - Forkupines - Semantics/vocals.wav,IBM,Pop/Rock,1,Semantics,16,MUS2016,9.996814441122039,19.600881421199666,13.660065349489793,9.382797911694116
vocals,Girls Under Glass,/vol/vssp/maruss/data2/MUS2017/IBM/Test/017 - Girls Under Glass - We Feel Alright/vocals.wav,IBM,Electronic,1,We Feel Alright,17,MUS2016,7.236222245191586,16.614516068074362,10.061383699851916,6.8395595423868105
vocals,Hollow Ground,/vol/vssp/maruss/data2/MUS2017/IBM/Test/018 - Hollow Ground - Ill Fate/vocals.wav,IBM,Heavy Metal,1,Ill Fate,18,MUS2016,9.45686789933665,16.153736971902877,11.636680893919502,8.32761857104195
vocals,James Elder & Mark M Thompson,/vol/vssp/maruss/data2/MUS2017/IBM/Test/019 - James Elder & Mark M Thompson - The English Actor/vocals.wav,IBM,Heavy Metal,1,The English Actor,19,MUS2016,11.578260347324418,17.69683717665525,14.873204433688276,10.203432410697296
vocals,James May,/vol/vssp/maruss/data2/MUS2017/IBM/Test/020 - James May - Dont Let Go/vocals.wav,IBM,Pop/Rock,1,Dont Let Go,20,MUS2016,10.076615496973096,18.11707186720561,13.494081432267675,9.138051965644657
vocals,James May,/vol/vssp/maruss/data2/MUS2017/IBM/Test/021 - James May - On The Line/vocals.wav,IBM,Pop/Rock,1,On The Line,21,MUS2016,11.146704378539813,20.25208782085641,13.596056074192695,9.845650945254228
vocals,Johnny Lokke,/vol/vssp/maruss/data2/MUS2017/IBM/Test/022 - Johnny Lokke - Promises & Lies/vocals.wav,IBM,Pop/Rock,1,Promises & Lies,22,MUS2016,11.436843804348747,18.854833381574466,14.757947353717055,10.328731184088655
vocals,"Jokers, Jacks & Kings","/vol/vssp/maruss/data2/MUS2017/IBM/Test/023 - Jokers, Jacks & Kings - Sea Of Leaves/vocals.wav",IBM,Pop/Rock,1,Sea Of Leaves,23,MUS2016,11.25932609684626,18.870317635751974,13.743450517263847,9.896171097751779
vocals,Leaf,/vol/vssp/maruss/data2/MUS2017/IBM/Test/024 - Leaf - Come Around/vocals.wav,IBM,Pop/Rock,1,Come Around,24,MUS2016,11.8842607754376,18.237426131436177,14.880286524210446,10.421005093331829
vocals,Leaf,/vol/vssp/maruss/data2/MUS2017/IBM/Test/025 - Leaf - Wicked/vocals.wav,IBM,Pop/Rock,1,Wicked,25,MUS2016,11.564355896872485,19.570535135380908,13.973920248123967,10.150678314136403
vocals,Louis Cressy Band,/vol/vssp/maruss/data2/MUS2017/IBM/Test/026 - Louis Cressy Band - Good Time/vocals.wav,IBM,Pop/Rock,1,Good Time,26,MUS2016,10.34291473643446,21.358256632039204,14.330275322678599,9.783324589244883
vocals,M.E.R.C. Music,/vol/vssp/maruss/data2/MUS2017/IBM/Test/027 - M.E.R.C. Music - Knockout/vocals.wav,IBM,Rap,1,Knockout,27,MUS2016,12.422449844365357,18.026804276229146,16.25730941989114,11.072518099836037
vocals,Motor Tapes,/vol/vssp/maruss/data2/MUS2017/IBM/Test/028 - Motor Tapes - Shore/vocals.wav,IBM,Pop/Rock,1,Shore,28,MUS2016,11.283201271927163,18.597325204859462,14.728132675607336,10.156647988232566
vocals,Nerve 9,/vol/vssp/maruss/data2/MUS2017/IBM/Test/029 - Nerve 9 - Pray For The Rain/vocals.wav,IBM,Pop/Rock,1,Pray For The Rain,29,MUS2016,11.797914765186842,18.748087932244974,14.750002222188499,10.392314270616328
vocals,Patrick Talbot,/vol/vssp/maruss/data2/MUS2017/IBM/Test/030 - Patrick Talbot - A Reason To Leave/vocals.wav,IBM,Jazz,1,A Reason To Leave,30,MUS2016,12.16466433934558,21.875580287763018,14.926864907284305,10.907809684929447
vocals,Phre The Eon,/vol/vssp/maruss/data2/MUS2017/IBM/Test/031 - Phre The Eon - Everybody's Falling Apart/vocals.wav,IBM,Pop/Rock,1,Everybody's Falling Apart,31,MUS2016,11.68916639092808,24.198895205251798,14.673885527077225,10.7100274848313
vocals,Raft Monk,/vol/vssp/maruss/data2/MUS2017/IBM/Test/032 - Raft Monk - Tiring/vocals.wav,IBM,Pop/Rock,1,Tiring,32,MUS2016,8.414518514280676,12.431588282265091,10.021956116325763,6.8735287373609735
vocals,Sambasevam Shanmugam,/vol/vssp/maruss/data2/MUS2017/IBM/Test/033 - Sambasevam Shanmugam - Kaathaadi/vocals.wav,IBM,Pop/Rock,1,Kaathaadi,33,MUS2016,14.992570824688348,25.58247860683569,20.880559216531427,14.309483492554627
vocals,Secretariat,/vol/vssp/maruss/data2/MUS2017/IBM/Test/034 - Secretariat - Over The Top/vocals.wav,IBM,Pop/Rock,1,Over The Top,34,MUS2016,9.787290907590096,19.02608917511453,12.526824922565154,8.857242683809314
vocals,Signe Jakobsen,/vol/vssp/maruss/data2/MUS2017/IBM/Test/035 - Signe Jakobsen - What Have You Done To Me/vocals.wav,IBM,Pop/Rock,1,What Have You Done To Me,35,MUS2016,12.603380182269195,18.8874301175774,16.364675490235253,11.290197928689018
vocals,Spike Mullings,/vol/vssp/maruss/data2/MUS2017/IBM/Test/038 - Spike Mullings - Mike's Sulking/vocals.wav,IBM,Pop/Rock,1,Mike's Sulking,38,MUS2016,8.896356658700267,17.836866992931462,11.976411869493502,8.18990374978058
vocals,Swinging Steaks,/vol/vssp/maruss/data2/MUS2017/IBM/Test/039 - Swinging Steaks - Lost My Way/vocals.wav,IBM,Pop/Rock,1,Lost My Way,39,MUS2016,7.837199924519355,14.310434251896973,10.467477259026703,6.996336485092536
vocals,The Long Wait,/vol/vssp/maruss/data2/MUS2017/IBM/Test/040 - The Long Wait - Back Home To Blue/vocals.wav,IBM,Pop/Rock,1,Back Home To Blue,40,MUS2016,10.536044909768274,18.635812075084146,13.71645090605265,9.568191609676193
vocals,The Mountaineering Club,/vol/vssp/maruss/data2/MUS2017/IBM/Test/041 - The Mountaineering Club - Mallory/vocals.wav,IBM,Pop/Rock,1,Mallory,41,MUS2016,11.251274999707578,22.363865492409086,14.760863485080225,10.507865553159972
vocals,The Wrong'Uns,/vol/vssp/maruss/data2/MUS2017/IBM/Test/042 - The Wrong'Uns - Rothko/vocals.wav,IBM,Pop/Rock,1,Rothko,42,MUS2016,12.611169121034148,20.293402652395326,15.011083637239945,11.095819004829917
vocals,Traffic Experiment,/vol/vssp/maruss/data2/MUS2017/IBM/Test/045 - Traffic Experiment - Sirens/vocals.wav,IBM,Pop/Rock,1,Sirens,45,MUS2016,7.569954273695469,15.142224923593226,11.131353123458014,7.185099589328885
vocals,Triviul,/vol/vssp/maruss/data2/MUS2017/IBM/Test/046 - Triviul - Dorothy/vocals.wav,IBM,Pop/Rock,1,Dorothy,46,MUS2016,12.509322789232593,18.247070843741135,17.031650207248518,11.339854387074508
vocals,Voelund,/vol/vssp/maruss/data2/MUS2017/IBM/Test/047 - Voelund - Comfort Lives In Belief/vocals.wav,IBM,Pop/Rock,1,Comfort Lives In Belief,47,MUS2016,8.595003572033153,13.459384301992474,10.357577486328985,7.26024445903809
vocals,We Fell From The Sky,/vol/vssp/maruss/data2/MUS2017/IBM/Test/048 - We Fell From The Sky - Not You/vocals.wav,IBM,Heavy Metal,1,Not You,48,MUS2016,8.434339135060268,17.41783663793688,12.10431200868539,8.038663701681553
vocals,Young Griffo,/vol/vssp/maruss/data2/MUS2017/IBM/Test/049 - Young Griffo - Facade/vocals.wav,IBM,Heavy Metal,1,Facade,49,MUS2016,11.148349184580676,18.20018813897325,14.167457664913435,9.898004699462847
vocals,Zeno,/vol/vssp/maruss/data2/MUS2017/IBM/Test/050 - Zeno - Signs/vocals.wav,IBM,Pop/Rock,1,Signs,50,MUS2016,10.404479230510743,16.023711607651848,13.076414402214306,9.036504261911716
vocals,ANiMAL,/vol/vssp/maruss/data2/MUS2017/JEO1/Test/001 - ANiMAL - Clinic A/vocals.wav,JEO1,Rap,1,Clinic A,1,MUS2016,2.552610258661105,-1.1061497206731394,4.1245550781845175,0.8287761476505601
vocals,ANiMAL,/vol/vssp/maruss/data2/MUS2017/JEO1/Test/002 - ANiMAL - Rockshow/vocals.wav,JEO1,Rap,1,Rockshow,2,MUS2016,5.197302227670526,5.716713379787373,7.414060295996794,3.6521286034889218
vocals,Actions,/vol/vssp/maruss/data2/MUS2017/JEO1/Test/003 - Actions - One Minute Smile/vocals.wav,JEO1,Pop/Rock,1,One Minute Smile,3,MUS2016,5.616568400255009,10.568048572584512,5.591116599533431,4.293744019486343
vocals,Al James,/vol/vssp/maruss/data2/MUS2017/JEO1/Test/004 - Al James - Schoolboy Facination/vocals.wav,JEO1,Pop/Rock,1,Schoolboy Facination,4,MUS2016,4.978683850192923,10.266622205268236,4.778603551892784,3.6055761549702563
vocals,Angela Thomas Wade,/vol/vssp/maruss/data2/MUS2017/JEO1/Test/005 - Angela Thomas Wade - Milk Cow Blues/vocals.wav,JEO1,Country,1,Milk Cow Blues,5,MUS2016,5.627885711294688,2.7386885155795406,9.055505774331275,2.3923433229044866
vocals,Atlantis Bound,/vol/vssp/maruss/data2/MUS2017/JEO1/Test/006 - Atlantis Bound - It Was My Fault For Waiting/vocals.wav,JEO1,Pop/Rock,1,It Was My Fault For Waiting,6,MUS2016,8.38476784794404,11.418065324414835,10.478417166550877,6.688753626897677
vocals,BKS,/vol/vssp/maruss/data2/MUS2017/JEO1/Test/007 - BKS - Too Much/vocals.wav,JEO1,Pop/Rock,1,Too Much,7,MUS2016,7.064940124609383,8.970481938106417,8.028753813304686,5.0540872684306635
vocals,Bill Chudziak,/vol/vssp/maruss/data2/MUS2017/JEO1/Test/008 - Bill Chudziak - Children Of No-one/vocals.wav,JEO1,Pop/Rock,1,Children Of No-one,8,MUS2016,4.690937024952862,6.933593091978435,6.533674682287437,3.7736343198282367
vocals,Bobby Nobody,/vol/vssp/maruss/data2/MUS2017/JEO1/Test/009 - Bobby Nobody - Stitch Up/vocals.wav,JEO1,Pop/Rock,1,Stitch Up,9,MUS2016,4.919468821460477,7.273433945483467,5.5942214520538665,3.582324420321906
vocals,Carlos Gonzalez,/vol/vssp/maruss/data2/MUS2017/JEO1/Test/010 - Carlos Gonzalez - A Place For Us/vocals.wav,JEO1,Pop/Rock,1,A Place For Us,10,MUS2016,5.6734309026560625,7.593096641740662,5.648118221737689,3.848398221522041
vocals,Cnoc An Tursa,/vol/vssp/maruss/data2/MUS2017/JEO1/Test/011 - Cnoc An Tursa - Bannockburn/vocals.wav,JEO1,Heavy Metal,1,Bannockburn,11,MUS2016,0.9994448042807064,0.3766043383294081,3.0982537946213857,1.160387736469617
vocals,Dark Ride,/vol/vssp/maruss/data2/MUS2017/JEO1/Test/012 - Dark Ride - Burning Bridges/vocals.wav,JEO1,Heavy Metal,1,Burning Bridges,12,MUS2016,3.941834009582984,8.920139994152203,5.607118810155648,3.629235932260937
vocals,Drumtracks,/vol/vssp/maruss/data2/MUS2017/JEO1/Test/013 - Drumtracks - Ghost Bitch/vocals.wav,JEO1,Pop/Rock,1,Ghost Bitch,13,MUS2016,6.566638520111437,9.942505490054145,6.173108904423696,4.527782457275036
vocals,Fergessen,/vol/vssp/maruss/data2/MUS2017/JEO1/Test/014 - Fergessen - Back From The Start/vocals.wav,JEO1,Pop/Rock,1,Back From The Start,14,MUS2016,5.932412706931977,6.7960240894727315,5.733829472497969,3.5359962329486017
vocals,Fergessen,/vol/vssp/maruss/data2/MUS2017/JEO1/Test/015 - Fergessen - The Wind/vocals.wav,JEO1,Pop/Rock,1,The Wind,15,MUS2016,8.133428612497465,11.792283126346051,8.514523215455746,6.010036737409075
vocals,Forkupines,/vol/vssp/maruss/data2/MUS2017/JEO1/Test/016 - Forkupines - Semantics/vocals.wav,JEO1,Pop/Rock,1,Semantics,16,MUS2016,4.678118754091648,5.474150963696658,7.284205765196452,3.4700746675189267
vocals,Girls Under Glass,/vol/vssp/maruss/data2/MUS2017/JEO1/Test/017 - Girls Under Glass - We Feel Alright/vocals.wav,JEO1,Electronic,1,We Feel Alright,17,MUS2016,2.219016704134501,2.953038886714688,4.746684640806718,1.711859458231759
vocals,Hollow Ground,/vol/vssp/maruss/data2/MUS2017/JEO1/Test/018 - Hollow Ground - Ill Fate/vocals.wav,JEO1,Heavy Metal,1,Ill Fate,18,MUS2016,3.5748142817384516,7.264172792609558,5.807110701027291,3.5345383132058745
vocals,James Elder & Mark M Thompson,/vol/vssp/maruss/data2/MUS2017/JEO1/Test/019 - James Elder & Mark M Thompson - The English Actor/vocals.wav,JEO1,Heavy Metal,1,The English Actor,19,MUS2016,7.0592740060112655,8.807464882699662,8.22907073844249,4.945815464616505
vocals,James May,/vol/vssp/maruss/data2/MUS2017/JEO1/Test/020 - James May - Dont Let Go/vocals.wav,JEO1,Pop/Rock,1,Dont Let Go,20,MUS2016,5.234496636337157,3.3799624909756387,6.571668002651763,2.354939291172526
vocals,James May,/vol/vssp/maruss/data2/MUS2017/JEO1/Test/021 - James May - On The Line/vocals.wav,JEO1,Pop/Rock,1,On The Line,21,MUS2016,6.028854496885388,8.236956286448414,6.949309666471058,4.2309743124022985
vocals,Johnny Lokke,/vol/vssp/maruss/data2/MUS2017/JEO1/Test/022 - Johnny Lokke - Promises & Lies/vocals.wav,JEO1,Pop/Rock,1,Promises & Lies,22,MUS2016,5.985433054604321,8.367964803957957,8.01545833372595,4.655368919769244
vocals,"Jokers, Jacks & Kings","/vol/vssp/maruss/data2/MUS2017/JEO1/Test/023 - Jokers, Jacks & Kings - Sea Of Leaves/vocals.wav",JEO1,Pop/Rock,1,Sea Of Leaves,23,MUS2016,6.427824265475737,8.834995472999106,8.040362210253193,4.704733851862785
vocals,Leaf,/vol/vssp/maruss/data2/MUS2017/JEO1/Test/024 - Leaf - Come Around/vocals.wav,JEO1,Pop/Rock,1,Come Around,24,MUS2016,6.972220945478518,10.300807043237562,8.023649638323597,5.300562443113992
vocals,Leaf,/vol/vssp/maruss/data2/MUS2017/JEO1/Test/025 - Leaf - Wicked/vocals.wav,JEO1,Pop/Rock,1,Wicked,25,MUS2016,5.547756239075554,6.527686918697247,7.1089434192528405,3.935495932631582
vocals,Louis Cressy Band,/vol/vssp/maruss/data2/MUS2017/JEO1/Test/026 - Louis Cressy Band - Good Time/vocals.wav,JEO1,Pop/Rock,1,Good Time,26,MUS2016,3.6502841332315934,1.4172336982722604,6.966405095640337,1.329461586375842
vocals,M.E.R.C. Music,/vol/vssp/maruss/data2/MUS2017/JEO1/Test/027 - M.E.R.C. Music - Knockout/vocals.wav,JEO1,Rap,1,Knockout,27,MUS2016,5.872072856664508,8.235623717828345,6.162210455864089,4.135398553306157
vocals,Motor Tapes,/vol/vssp/maruss/data2/MUS2017/JEO1/Test/028 - Motor Tapes - Shore/vocals.wav,JEO1,Pop/Rock,1,Shore,28,MUS2016,6.348547045701128,4.667372022746137,7.8087847208360595,3.3831950895949916
vocals,Nerve 9,/vol/vssp/maruss/data2/MUS2017/JEO1/Test/029 - Nerve 9 - Pray For The Rain/vocals.wav,JEO1,Pop/Rock,1,Pray For The Rain,29,MUS2016,6.161403059361584,4.573254448393927,7.8612369881306075,3.507952634991604
vocals,Patrick Talbot,/vol/vssp/maruss/data2/MUS2017/JEO1/Test/030 - Patrick Talbot - A Reason To Leave/vocals.wav,JEO1,Jazz,1,A Reason To Leave,30,MUS2016,5.443890190510941,4.775369921145741,6.7437822867794015,3.000397817074699
vocals,Phre The Eon,/vol/vssp/maruss/data2/MUS2017/JEO1/Test/031 - Phre The Eon - Everybody's Falling Apart/vocals.wav,JEO1,Pop/Rock,1,Everybody's Falling Apart,31,MUS2016,3.2981748148732417,0.5847280656648721,8.36245081993052,0.4336759457345356
vocals,Raft Monk,/vol/vssp/maruss/data2/MUS2017/JEO1/Test/032 - Raft Monk - Tiring/vocals.wav,JEO1,Pop/Rock,1,Tiring,32,MUS2016,3.0219673559357982,6.176952471309513,3.874061748349311,2.5321483837779386
vocals,Sambasevam Shanmugam,/vol/vssp/maruss/data2/MUS2017/JEO1/Test/033 - Sambasevam Shanmugam - Kaathaadi/vocals.wav,JEO1,Pop/Rock,1,Kaathaadi,33,MUS2016,8.342415829923661,7.6028238057605435,7.918428041667597,4.716902383518494
vocals,Secretariat,/vol/vssp/maruss/data2/MUS2017/JEO1/Test/034 - Secretariat - Over The Top/vocals.wav,JEO1,Pop/Rock,1,Over The Top,34,MUS2016,2.4528007019313733,2.5087891479841717,4.598323957107668,1.7484737336956209
vocals,Signe Jakobsen,/vol/vssp/maruss/data2/MUS2017/JEO1/Test/035 - Signe Jakobsen - What Have You Done To Me/vocals.wav,JEO1,Pop/Rock,1,What Have You Done To Me,35,MUS2016,7.520349251728352,10.280648428113127,8.07786989947788,5.588634120072092
vocals,Spike Mullings,/vol/vssp/maruss/data2/MUS2017/JEO1/Test/038 - Spike Mullings - Mike's Sulking/vocals.wav,JEO1,Pop/Rock,1,Mike's Sulking,38,MUS2016,3.5376263592907224,3.0901944088755866,5.122167702826209,2.081501041928597
vocals,Swinging Steaks,/vol/vssp/maruss/data2/MUS2017/JEO1/Test/039 - Swinging Steaks - Lost My Way/vocals.wav,JEO1,Pop/Rock,1,Lost My Way,39,MUS2016,3.3360625199805822,5.4838410630251015,4.580714387361894,2.50310559248958
vocals,The Long Wait,/vol/vssp/maruss/data2/MUS2017/JEO1/Test/040 - The Long Wait - Back Home To Blue/vocals.wav,JEO1,Pop/Rock,1,Back Home To Blue,40,MUS2016,5.2918968053088635,6.618274310022696,5.9992088132356125,3.543449670973447
vocals,The Mountaineering Club,/vol/vssp/maruss/data2/MUS2017/JEO1/Test/041 - The Mountaineering Club - Mallory/vocals.wav,JEO1,Pop/Rock,1,Mallory,41,MUS2016,5.661500246256246,2.2067145929304424,6.392642568668507,2.2508586587634234
vocals,The Wrong'Uns,/vol/vssp/maruss/data2/MUS2017/JEO1/Test/042 - The Wrong'Uns - Rothko/vocals.wav,JEO1,Pop/Rock,1,Rothko,42,MUS2016,2.9769636684343417,12.211747850535849,7.781112872902073,3.9770187754315587
vocals,Traffic Experiment,/vol/vssp/maruss/data2/MUS2017/JEO1/Test/045 - Traffic Experiment - Sirens/vocals.wav,JEO1,Pop/Rock,1,Sirens,45,MUS2016,2.6595313698660847,1.6708026961252442,4.743318880980484,1.6504825165268089
vocals,Triviul,/vol/vssp/maruss/data2/MUS2017/JEO1/Test/046 - Triviul - Dorothy/vocals.wav,JEO1,Pop/Rock,1,Dorothy,46,MUS2016,5.198597436227138,9.32512756767988,4.6554280435061655,3.4701003668669244
vocals,Voelund,/vol/vssp/maruss/data2/MUS2017/JEO1/Test/047 - Voelund - Comfort Lives In Belief/vocals.wav,JEO1,Pop/Rock,1,Comfort Lives In Belief,47,MUS2016,2.5902517767408413,4.291328598346305,3.5993727706857426,2.059075786895936
vocals,We Fell From The Sky,/vol/vssp/maruss/data2/MUS2017/JEO1/Test/048 - We Fell From The Sky - Not You/vocals.wav,JEO1,Heavy Metal,1,Not You,48,MUS2016,2.435476766013039,1.2645690559496423,5.179261826864755,1.4080728841703003
vocals,Young Griffo,/vol/vssp/maruss/data2/MUS2017/JEO1/Test/049 - Young Griffo - Facade/vocals.wav,JEO1,Heavy Metal,1,Facade,49,MUS2016,5.8297461210190455,3.865319062564096,7.6426667458188975,3.0997211978117343
